1stExec, 2ndExec, 3rdExec, 4thExec, 5thExec
2.701702, 2.716116, 2.669608, 2.744408, 2.637384
2.325762, 2.378708, 2.305677, 2.289557, 2.322377
1.603997, 1.679968, 1.672956, 1.660830, 1.651323
1.291842, 1.285705, 1.269255, 1.355171, 1.282094
1.380015, 1.311467, 1.312559, 1.320515, 1.274967
1.146250, 1.162843, 1.141555, 1.097903, 1.144460
1.043294, 1.043268, 1.028314, 1.046287, 1.067706
0.868982, 0.904421, 0.914744, 0.911707, 0.938538
