1stExec, 2ndExec, 3rdExec, 4thExec, 5thExec
2.789486, 2.755427, 2.829488, 2.777347, 2.741857
1.467817, 1.454899, 1.450603, 1.448883, 1.449905
0.996046, 0.989297, 0.979707, 1.044336, 0.992548
0.795948, 0.779932, 0.794173, 0.788360, 0.810360
0.687876, 0.730630, 0.669037, 0.619204, 0.694577
0.637854, 0.650656, 0.647874, 0.668618, 0.632176
0.772131, 0.670489, 0.673734, 0.654725, 0.753383
0.680453, 0.605210, 0.692192, 0.653417, 0.673821
